name;donor;contribution
Erik Paulsen;Xcel Energy;$33,000
Erik Paulsen;Hubbard Broadcasting;$24,300
Donald M Payne Jr.;American Federation of State/Cnty/Munic Employees;$10,250
Donald M Payne Jr.;AT&T Inc;$10,000
Donald M Payne Jr.;Machinists/Aerospace Workers Union;$10,000
Donald M Payne Jr.;National Air Traffic Controllers Assn;$10,000
Donald M Payne Jr.;Phillips 66;$10,000
Steve Pearce;HollyFrontier Corp;$2,500
Steve Pearce;Rural America Counts PAC;$1,000
Steve Pearce;Xcel Energy;$1,000
Steve Pearce;Grassroots Awareness;$750
Steve Pearce;American Motorcyclist Assn;$500
Nancy Pelosi;University of California;$16,240
Nancy Pelosi;Facebook Inc;$15,500
Nancy Pelosi;Alphabet Inc;$14,696
Nancy Pelosi;Salesforce.com;$14,200
Nancy Pelosi;Intel Corp;$13,060
David Perdue;Club for Growth;$99,252
David Perdue;Southern Co;$63,800
David Perdue;Delta Air Lines;$51,000
David Perdue;KPMG LLP;$47,200
David Perdue;Cox Enterprises;$46,600
Ed Perlmutter;Chotin Group;$19,900
Ed Perlmutter;Brownstein, Hyatt et al;$18,050
Ed Perlmutter;New Democrat Coalition;$15,800
Ed Perlmutter;DISH Network;$15,000
Ed Perlmutter;Comcast Corp;$11,840
Scott Perry;House Freedom Fund;$104,314
Scott Perry;Club for Growth;$96,817
Scott Perry;SUTLIFF CHEVROLET;$10,350
Scott Perry;Amazon.com;$10,000
Scott Perry;Auto Care Assn;$10,000
Gary Peters;League of Conservation Voters;$338,774
Gary Peters;University of Michigan;$155,715
Gary Peters;Blue Cross/Blue Shield;$117,365
Gary Peters;General Dynamics;$109,050
Gary Peters;Impact;$93,200
Scott Peters;Cox Enterprises;$37,250
Scott Peters;University of California;$29,476
Scott Peters;New Democrat Coalition;$20,800
Scott Peters;General Atomics;$20,100
Scott Peters;Northrop Grumman;$17,400
Collin Peterson;Land O'Lakes;$14,250
Collin Peterson;Bayer AG;$13,500
Collin Peterson;American Crystal Sugar;$11,550
Collin Peterson;CHS Inc;$10,500
Collin Peterson;Southern Minn Beet Sugar Co-Op;$10,350
Chellie Pingree;Democracy Engine;$16,050
Chellie Pingree;General Dynamics;$11,275
Chellie Pingree;Paloma Partners;$10,800
Chellie Pingree;Project Management Inc;$10,800
Chellie Pingree;International Brotherhood of Electrical Workers;$10,100
Robert Pittenger;Nucor Corp;$26,100
Robert Pittenger;Free Markets PAC;$25,000
Robert Pittenger;Maxwell Group;$17,900
Robert Pittenger;Massachusetts Mutual Life Insurance;$13,300
Robert Pittenger;National Multifamily Housing Council;$12,500
Stacey Plaskett;Machinists/Aerospace Workers Union;$10,000
Stacey Plaskett;Sheet Metal, Air, Rail & Transportation Union;$10,000
Stacey Plaskett;International Brotherhood of Electrical Workers;$9,000
Stacey Plaskett;Farm Credit Council;$7,500
Stacey Plaskett;Home Depot;$7,500
Mark Pocan;University of Wisconsin;$18,583
Mark Pocan;National Education Assn;$10,250
Mark Pocan;Air Line Pilots Assn;$10,000
Mark Pocan;American Crystal Sugar;$10,000
Mark Pocan;American Dental Assn;$10,000
Ted Poe;AT&T Inc;$7,500
Ted Poe;General Electric;$6,000
Ted Poe;Dannenbaum Engineering;$5,400
Ted Poe;Lanier Law Firm;$5,400
Ted Poe;Veterans Evaluation Services;$5,400
Bruce Poliquin;WestRock Co;$16,800
Bruce Poliquin;Citigroup Inc;$15,400
Bruce Poliquin;H&E Equipment Services;$15,300
Bruce Poliquin;Ernst & Young;$14,700
Bruce Poliquin;Central Maine Motors Auto Group;$13,800
Jared Polis;Foundry Group;$10,800
Jared Polis;Secure World Foundation;$5,400
Jared Polis;Techstars;$3,700
Jared Polis;Civitas Capital Group;$3,500
Jared Polis;Alphabet Inc;$2,700
Rob Portman;Votesane PAC;$207,500
Rob Portman;Goldman Sachs;$168,000
Rob Portman;General Electric;$125,100
Rob Portman;Citigroup Inc;$110,750
Rob Portman;FMR Corp;$106,300
Bill Posey;Votesane PAC;$99,000
Bill Posey;Harris Corp;$21,250
Bill Posey;House Freedom Fund;$20,530
Bill Posey;Northrop Grumman;$13,000
Bill Posey;Communications International;$10,800
David Price;Duke University;$33,425
David Price;University of North Carolina;$21,561
David Price;SAS Institute;$10,800
David Price;American Federation of State/Cnty/Munic Employees;$10,000
David Price;American Federation of Teachers;$10,000
Mike Quigley;Northrop Grumman;$11,000
Mike Quigley;Anarchos Productions;$10,800
Mike Quigley;American Federation of Teachers;$10,000
Mike Quigley;American Hotel & Lodging Assn;$10,000
Mike Quigley;American Investment Council;$10,000
Amata Coleman Radewagen;Majority Cmte PAC;$10,000
Amata Coleman Radewagen;Jc Tenorio Enterprises;$7,500
Amata Coleman Radewagen;More Conservatives PAC;$7,000
Amata Coleman Radewagen;CMR PAC;$5,000
Amata Coleman Radewagen;Eye of the Tiger PAC;$5,000
Jamie Raskin;American University;$18,735
Jamie Raskin;American Federation of State/Cnty/Munic Employees;$10,350
Jamie Raskin;Georgetown University;$10,060
Jamie Raskin;Amalgamated Transit Union;$10,000
Jamie Raskin;American Assn for Justice;$10,000
John Lee Ratcliffe;Luigi's Restaurant;$20,400
John Lee Ratcliffe;L3 Technologies;$19,900
John Lee Ratcliffe;Deason Capital Services;$16,200
John Lee Ratcliffe;Winston & Strawn;$16,200
John Lee Ratcliffe;UBS AG;$12,900
Jack Reed;General Dynamics;$80,600
Jack Reed;Thornton Law Firm;$51,250
Jack Reed;MetLife Inc;$49,650
Jack Reed;Raytheon Co;$42,250
Jack Reed;NorPAC;$37,000
Tom Reed;Corning Inc;$71,230
Tom Reed;Reyes Holdings;$30,800
Tom Reed;NextEra Energy;$28,000
Tom Reed;Otis Eastern;$21,275
Tom Reed;Ernst & Young;$20,700
Dave Reichert;USAA;$10,000
Dave Reichert;Microsoft Corp;$5,500
Dave Reichert;National Air Traffic Controllers Assn;$5,500
Dave Reichert;Weyerhaeuser Co;$5,500
Dave Reichert;American Institute of Architects;$5,000
Jim Renacci;Jennmar Corp;$43,450
Jim Renacci;FirstEnergy Corp;$32,400
Jim Renacci;Berkshire Hathaway;$26,320
Jim Renacci;US Government;$20,936
Jim Renacci;Timken Co;$19,031
Kathleen Rice;NorPAC;$24,350
Kathleen Rice;New Democrat Coalition;$18,300
Kathleen Rice;M&R Management;$16,700
Kathleen Rice;Scotts Miracle-Gro;$13,500
Kathleen Rice;Walden, Macht & Haran;$12,800
Tom Rice;Scana Corp;$43,250
Tom Rice;CM Tucker Lumber Companies;$18,500
Tom Rice;Ernst & Young;$17,200
Tom Rice;Charles Ingram Lumber;$11,400
Tom Rice;American Academy of Orthopaedic Surgeons;$10,000
Cedric Richmond;Entergy Corp;$26,000
Cedric Richmond;Seafarers International Union;$18,667
Cedric Richmond;Geocent LLC;$15,800
Cedric Richmond;Cox Enterprises;$15,000
Cedric Richmond;Rock Holdings;$13,400
James E Risch;Sinclair Companies;$21,400
James E Risch;Seacoast Commerce Bank;$20,800
James E Risch;Senate Victory Fund;$20,000
James E Risch;IDACORP Inc;$15,500
James E Risch;Tenn PAC;$15,000
Pat Roberts;Burns & McDonnell;$106,100
Pat Roberts;Votesane PAC;$70,000
Pat Roberts;Koch Industries;$46,200
Pat Roberts;Blackstone Group;$43,800
Pat Roberts;Citizens for Prosperity in America Today;$29,176
Martha Roby;Northrop Grumman;$22,000
Martha Roby;Vulcan Materials;$20,200
Martha Roby;Harbert Management;$18,900
Martha Roby;Southern Co;$18,500
Martha Roby;Elliott Management;$18,300
Lisa Blunt Rochester;Discover Financial Services;$20,700
Lisa Blunt Rochester;DowDuPont;$16,660
Lisa Blunt Rochester;United Auto Workers;$15,000
Lisa Blunt Rochester;Ernst & Young;$12,500
Lisa Blunt Rochester;Breakthru Beverage Group;$11,700
Cathy McMorris Rodgers;UnitedHealth Group;$35,200
Cathy McMorris Rodgers;Blue Cross/Blue Shield;$29,900
Cathy McMorris Rodgers;Microsoft Corp;$26,349
Cathy McMorris Rodgers;PotlatchDeltic Corp;$24,477
Cathy McMorris Rodgers;Goldman Sachs;$24,250
Phil Roe;Gregory Pharmaceutical;$8,100
Phil Roe;Acadia Healthcare;$5,400
Phil Roe;Impact Plastics Inc;$5,400
Phil Roe;K-VA-T Food Stores;$5,400
Phil Roe;Landair Inc;$5,400
Hal Rogers;Northrop Grumman;$12,500
Hal Rogers;Lockheed Martin;$11,500
Hal Rogers;Ultra Electronics;$11,200
Hal Rogers;Progeny Systems;$10,800
Hal Rogers;American Bankers Assn;$10,000
Mike D Rogers;GenCorp Inc;$23,700
Mike D Rogers;Harris Corp;$22,500
Mike D Rogers;Southern Co;$16,500
Mike D Rogers;Northrop Grumman;$15,500
Mike D Rogers;Balch & Bingham;$13,250
Dana Rohrabacher;Centaurus Financial;$21,600
Dana Rohrabacher;AT&T Inc;$12,500
Dana Rohrabacher;Inland Group;$11,290
Dana Rohrabacher;Aci Jet;$10,800
Dana Rohrabacher;Aquafor;$10,800
Todd Rokita;Berkshire Hathaway;$28,400
Todd Rokita;Crown Corr Inc;$20,800
Todd Rokita;Kirkland & Ellis;$20,790
Todd Rokita;Deloitte LLP;$18,500
Todd Rokita;Trinitas Ventures;$16,200
Francis Rooney;Rooney Holdings;$22,100
Francis Rooney;Arch Street Management;$10,800
Francis Rooney;Greenhill & Co;$10,800
Francis Rooney;Publix Super Markets;$8,100
Francis Rooney;Sembler Co;$8,100
Tom Rooney;Florida Citrus Mutual;$8,000
Tom Rooney;Northrop Grumman;$6,000
Tom Rooney;NextEra Energy;$5,500
Tom Rooney;American Hotel & Lodging Assn;$5,000
Tom Rooney;AT&T Inc;$5,000
Ileana Ros-Lehtinen;Small Individual Contributions (< $200);$0
Ileana Ros-Lehtinen;Large Individual Contributions;$0
Ileana Ros-Lehtinen;PAC Contributions*;$0
Ileana Ros-Lehtinen;Candidate self-financing;$0
Ileana Ros-Lehtinen;Other;$0
Jacky Rosen;EMILY's List;$566,793
Jacky Rosen;Alphabet Inc;$187,288
Jacky Rosen;University of California;$170,491
Jacky Rosen;Democracy Engine;$135,364
Jacky Rosen;League of Conservation Voters;$130,454
Peter Roskam;Votesane PAC;$109,250
Peter Roskam;New York Life Insurance;$32,150
Peter Roskam;Elliott Management;$30,100
Peter Roskam;Navistar International;$28,050
Peter Roskam;Madison Dearborn Partners;$26,800
Dennis Ross;Votesane PAC;$96,500
Dennis Ross;Amscot Financial;$20,000
Dennis Ross;B&D Holding Di Marco Drago e C Sapa;$10,000
Dennis Ross;Investment Co Institute;$10,000
Dennis Ross;Zurich Insurance Group;$9,500
Keith J Rothfus;Federated Investors Inc;$74,205
Keith J Rothfus;Jennmar Corp;$43,450
Keith J Rothfus;Bank of New York Mellon;$28,200
Keith J Rothfus;PNC Financial Services;$23,350
Keith J Rothfus;Armstrong Group of Companies;$21,600
Mike Rounds;NextEra Energy;$43,450
Mike Rounds;Citigroup Inc;$43,200
Mike Rounds;Berkshire Hathaway;$34,800
Mike Rounds;Verizon Communications;$32,348
Mike Rounds;Avera Health Systems;$29,254
David Rouzer;Old Dominion Freight Line;$16,300
David Rouzer;Prestage Farms;$16,000
David Rouzer;Altria Group;$13,700
David Rouzer;Jh Land LLC;$10,800
David Rouzer;Summit Industrial;$10,800
Lucille Roybal-Allard;American Federation of State/Cnty/Munic Employees;$10,000
Lucille Roybal-Allard;American Federation of Teachers;$10,000
Lucille Roybal-Allard;Edison International;$10,000
Lucille Roybal-Allard;International Brotherhood of Electrical Workers;$10,000
Lucille Roybal-Allard;National Air Traffic Controllers Assn;$10,000
Ed Royce;Capital Group Companies;$18,100
Ed Royce;NorPAC;$16,450
Ed Royce;Duty Free Americas;$16,200
Ed Royce;First American Financial Corp;$16,200
Ed Royce;UBS AG;$11,000
Marco Rubio;Club for Growth;$286,780
Marco Rubio;Elliott Management;$197,100
Marco Rubio;Fanjul Corp;$99,060
Marco Rubio;Blackstone Group;$95,800
Marco Rubio;The Villages;$93,900
Raul Ruiz;UnitedHealth Group;$18,525
Raul Ruiz;US Acute Care Solutions;$17,855
Raul Ruiz;University of California;$17,056
Raul Ruiz;AT&T Inc;$13,723
Raul Ruiz;Saltchuk Resources;$13,500
Dutch Ruppersberger;Northrop Grumman;$42,010
Dutch Ruppersberger;Mantech International;$11,200
Dutch Ruppersberger;Smiths Group;$11,000
Dutch Ruppersberger;Capital Funding Group;$10,800
Dutch Ruppersberger;General Dynamics;$10,250
Bobby L Rush;American Optometric Assn;$10,000
Bobby L Rush;AT&T Inc;$10,000
Bobby L Rush;Charter Communications;$10,000
Bobby L Rush;International Brotherhood of Electrical Workers;$10,000
Bobby L Rush;Exelon Corp;$9,000
Steven Russell;Lanier Law Firm;$27,500
Steven Russell;Devon Energy;$22,300
Steven Russell;Northrop Grumman;$15,000
Steven Russell;OGE Energy;$11,500
Steven Russell;Boeing Co;$11,000
John Rutherford;CSX Corp;$23,850
John Rutherford;North Florida Surgeons;$14,850
John Rutherford;Northrop Grumman;$13,500
John Rutherford;Boeing Co;$11,000
John Rutherford;80 Vilano Road LLC;$10,800
Paul Ryan;BlackRock Inc;$77,100
Paul Ryan;New York Life Insurance;$46,070
Paul Ryan;Energy Transfer Equity;$44,250
Paul Ryan;Blackstone Group;$41,912
Paul Ryan;BGR Group;$29,801
Tim Ryan;Simon Roofing;$21,600
Tim Ryan;Berger Singerman PA;$18,898
Tim Ryan;Goodyear Tire & Rubber;$14,780
Tim Ryan;GOJO Industries;$13,500
Tim Ryan;Northrop Grumman;$12,000
Linda Sanchez;Votesane PAC;$88,000
Linda Sanchez;Blue Cross/Blue Shield;$16,500
Linda Sanchez;Comcast Corp;$13,000
Linda Sanchez;Credit Union National Assn;$11,500
Linda Sanchez;UnitedHealth Group;$11,000
Bernie Sanders;University of California;$27,224
Bernie Sanders;Moveon.org;$15,949
Bernie Sanders;American Postal Workers Union;$15,005
Bernie Sanders;National Assn of Letter Carriers;$15,000
Bernie Sanders;National Education Assn;$10,911
Mark Sanford;Blessey Marine Service;$19,623
Mark Sanford;360 Networks;$10,800
Mark Sanford;Esd Design;$8,100
Mark Sanford;Park Square Capital LLP;$8,100
Mark Sanford;Titan Capital Group;$8,100
John Sarbanes;Johns Hopkins University;$24,393
John Sarbanes;Venable LLP;$17,000
John Sarbanes;Campbell Co;$10,800
John Sarbanes;Circle Management;$10,800
John Sarbanes;KLM Construction;$10,800
Ben Sasse;Club for Growth;$294,987
Ben Sasse;Senate Conservatives Fund;$158,729
Ben Sasse;McKinsey & Co;$41,150
Ben Sasse;DCI Group;$34,800
Ben Sasse;Capital Group Companies;$31,800
Steve Scalise;Votesane PAC;$89,146
Steve Scalise;Berkshire Hathaway;$31,325
Steve Scalise;Geocent LLC;$27,300
Steve Scalise;Crawford Group;$26,200
Steve Scalise;BP;$24,375
Mary Gay Scanlon;Ballard Spahr Llp;$264,184
Mary Gay Scanlon;Comcast Corp;$47,950
Mary Gay Scanlon;University of Pennsylvania;$25,431
Mary Gay Scanlon;Duane Morris LLP;$19,232
Mary Gay Scanlon;J Street;$16,000
Jan Schakowsky;Namtor Inc;$16,700
Jan Schakowsky;State of Illinois;$16,445
Jan Schakowsky;National Assn of Realtors;$11,000
Jan Schakowsky;Development Specialists Inc;$10,800
Jan Schakowsky;Drost Kivlahan McMahon;$10,800
Brian Schatz;League of Conservation Voters;$193,797
Brian Schatz;J Street;$110,010
Brian Schatz;Navatek Ltd;$85,300
Brian Schatz;Votesane PAC;$75,000
Brian Schatz;Alexander & Baldwin;$68,200
Adam Schiff;AT&T Inc;$40,324
Adam Schiff;Walt Disney Co;$38,470
Adam Schiff;Orrick, Herrington & Sutcliffe;$24,611
Adam Schiff;University of California;$22,348
Adam Schiff;Centene Corp;$22,150
Brad Schneider;Votesane PAC;$70,785
Brad Schneider;Discover Financial Services;$24,918
Brad Schneider;Mesirow Financial;$24,550
Brad Schneider;Henry Crown & Co;$18,725
Brad Schneider;AT&T Inc;$18,646
Kurt Schrader;No Labels;$31,400
Kurt Schrader;Blue Cross/Blue Shield;$20,500
Kurt Schrader;Nike Inc;$17,100
Kurt Schrader;Berkshire Hathaway;$12,750
Kurt Schrader;Oregon Urology Institute;$12,000
Debbie Wasserman Schultz;Paloma Partners;$28,600
Debbie Wasserman Schultz;NextEra Energy;$26,500
Debbie Wasserman Schultz;Leon Medical Centers;$25,000
Debbie Wasserman Schultz;Southern Glazer's Wine & Spirits;$20,602
Debbie Wasserman Schultz;US-Cuba Democracy PAC;$20,000
Charles E Schumer;Paul, Weiss et al;$152,627
Charles E Schumer;NorPAC;$117,368
Charles E Schumer;Blackstone Group;$111,610
Charles E Schumer;Lazard Ltd;$103,050
Charles E Schumer;Lockheed Martin;$103,013
David Schweikert;Intel Corp;$13,750
David Schweikert;Northwestern Mutual;$13,100
David Schweikert;Akin, Gump et al;$12,750
David Schweikert;Express Scripts;$12,700
David Schweikert;Wdp Partners;$11,300
Austin Scott;Home Depot;$11,000
Austin Scott;Daniel Defense;$10,800
Austin Scott;Northrop Grumman;$10,501
Austin Scott;Southern Co;$10,500
Austin Scott;AFLAC Inc;$10,000
Bobby Scott;Dominion Resources;$16,250
Bobby Scott;Plumbers/Pipefitters Union;$15,000
Bobby Scott;Service Employees International Union;$15,000
Bobby Scott;Norfolk Southern;$12,750
Bobby Scott;American Federation of Teachers;$10,250
David Scott;Paul Hastings LLP;$14,200
David Scott;Coca-Cola Co;$13,000
David Scott;AT&T Inc;$10,500
David Scott;AFLAC Inc;$10,000
David Scott;Air Line Pilots Assn;$10,000
Tim Scott;Votesane PAC;$214,000
Tim Scott;Nelson, Mullins et al;$102,650
Tim Scott;Scana Corp;$95,004
Tim Scott;Goldman Sachs;$83,250
Tim Scott;AFLAC Inc;$77,000
F James Sensenbrenner Jr.;Related Companies;$10,800
F James Sensenbrenner Jr.;Alphabet Inc;$10,000
F James Sensenbrenner Jr.;Majority Cmte PAC;$10,000
F James Sensenbrenner Jr.;National Beer Wholesalers Assn;$10,000
F James Sensenbrenner Jr.;Prosperity Action;$10,000
Jose E Serrano;American Assn for Justice;$10,000
Jose E Serrano;American Federation of Teachers;$10,000
Jose E Serrano;Deloitte LLP;$10,000
Jose E Serrano;Machinists/Aerospace Workers Union;$10,000
Jose E Serrano;National Assn of Realtors;$10,000
Pete Sessions;Votesane PAC;$121,900
Pete Sessions;Investment Property Exchange Services;$40,750
Pete Sessions;American Airlines Group;$34,950
Pete Sessions;Dallas Cowboys;$29,700
Pete Sessions;Dallas Entrepreneur PAC;$27,850
Terri A Sewell;UnitedHealth Group;$25,400
Terri A Sewell;New Democrat Coalition;$21,200
Terri A Sewell;AFLAC Inc;$21,100
Terri A Sewell;Northwestern Mutual;$19,000
Terri A Sewell;Regions Financial;$14,500
Jeanne Shaheen;Emily's List;$322,258
Jeanne Shaheen;J Street;$112,864
Jeanne Shaheen;League of Conservation Voters;$85,636
Jeanne Shaheen;Votesane PAC;$68,750
Jeanne Shaheen;Morgan & Morgan;$49,558
Carol Shea-Porter;EMILY's List;$20,700
Carol Shea-Porter;AmeriPAC: The Fund for a Greater America;$10,000
Carol Shea-Porter;Jobs, Opportunities & Education PAC;$10,000
Carol Shea-Porter;PAC to the Future;$10,000
Carol Shea-Porter;J Street;$6,950
Richard C Shelby;Citadel LLC;$61,000
Richard C Shelby;MetLife Inc;$52,700
Richard C Shelby;Goldman Sachs;$51,800
Richard C Shelby;FedEx Corp;$46,600
Richard C Shelby;Signature Bank;$44,050
Brad Sherman;Royal Business Bank;$16,600
Brad Sherman;Capital Group Companies;$15,400
Brad Sherman;Northrop Grumman;$13,250
Brad Sherman;Allied Wallet;$12,500
Brad Sherman;UBS AG;$11,350
John M Shimkus;Blue Cross/Blue Shield;$15,500
John M Shimkus;Marathon Petroleum;$14,500
John M Shimkus;UnitedHealth Group;$14,000
John M Shimkus;Seafarers International Union;$11,000
John M Shimkus;Abbott Laboratories;$10,000
Bill Shuster;AECOM Global;$21,550
Bill Shuster;Berkshire Hathaway;$19,000
Bill Shuster;Edison Chouest Offshore;$16,200
Bill Shuster;Clean Energy;$13,150
Bill Shuster;Williams Brothers Construction;$10,800
Mike Simpson;AECOM Global;$25,000
Mike Simpson;Ergon Inc;$18,000
Mike Simpson;Jacobs Engineering Group;$11,500
Mike Simpson;Lockheed Martin;$11,350
Mike Simpson;JR Simplot Co;$10,850
Kyrsten Sinema;EMILY's List;$404,073
Kyrsten Sinema;Democracy Engine;$208,004
Kyrsten Sinema;Votesane PAC;$165,650
Kyrsten Sinema;Alphabet Inc;$77,514
Kyrsten Sinema;Arizona State University;$69,953
Albio Sires;Laborers Union;$11,500
Albio Sires;Plumbers/Pipefitters Union;$11,500
Albio Sires;Air Line Pilots Assn;$10,000
Albio Sires;Honeywell International;$10,000
Albio Sires;Machinists/Aerospace Workers Union;$10,000
Adam Smith;Microsoft Corp;$54,950
Adam Smith;Boeing Co;$31,250
Adam Smith;Northrop Grumman;$26,900
Adam Smith;General Dynamics;$17,400
Adam Smith;Amazon.com;$15,450
Adrian Smith;American Chiropractic Assn;$17,000
Adrian Smith;National Cattlemen's Beef Assn;$12,500
Adrian Smith;New York Life Insurance;$11,500
Adrian Smith;Blackstone Group;$10,800
Adrian Smith;American Bankers Assn;$10,000
Chris Smith;NorPAC;$15,000
Chris Smith;Jenzabar Inc;$13,550
Chris Smith;Celgene Corp;$10,800
Chris Smith;Hesse Companies;$10,800
Chris Smith;Susan B Anthony List;$10,750
Jason Smith;UnitedHealth Group;$24,000
Jason Smith;Bryan, Cave et al;$16,000
Jason Smith;Anheuser-Busch InBev;$15,400
Jason Smith;Northwestern Mutual;$14,950
Jason Smith;Boeing Co;$13,400
Lamar Smith;AT&T Inc;$12,400
Lamar Smith;Overwatch Enterprises;$10,800
Lamar Smith;Northrop Grumman;$10,000
Lamar Smith;Valero Energy;$8,000
Lamar Smith;Marathon Petroleum;$7,500
Tina Smith;EMILY's List;$169,718
Tina Smith;Democracy Engine;$110,906
Tina Smith;University of Minnesota;$76,556
Tina Smith;State of Minnesota;$39,663
Tina Smith;Xcel Energy;$36,420
Lloyd Smucker;Chartwell Staffing Solutions;$18,900
Lloyd Smucker;Western National Group;$13,456
Lloyd Smucker;Blue Cross/Blue Shield;$12,958
Lloyd Smucker;Odell Studner;$12,800
Lloyd Smucker;National Beer Wholesalers Assn;$12,500
Darren Soto;No Labels;$20,800
Darren Soto;Blue Cross/Blue Shield;$14,500
Darren Soto;Michael T Gibson PA;$10,800
Darren Soto;New Democrat Coalition;$10,750
Darren Soto;American College of Emergency Physicians;$10,000
Jackie Speier;Visa Inc;$17,300
Jackie Speier;University of California;$13,650
Jackie Speier;Gilead Sciences;$12,900
Jackie Speier;Thermo Fisher Scientific;$12,500
Jackie Speier;Cotchett, Pitre & McCarthy;$11,800
Debbie Stabenow;University of Michigan;$145,808
Debbie Stabenow;EMILY's List;$136,069
Debbie Stabenow;DowDuPont;$123,054
Debbie Stabenow;Votesane PAC;$101,000
Debbie Stabenow;Paul, Weiss et al;$90,575
Elise Stefanik;Elliott Management;$27,750
Elise Stefanik;Amway/Alticor Inc;$23,600
Elise Stefanik;Jane Street Capital;$21,600
Elise Stefanik;Northrop Grumman;$17,000
Elise Stefanik;Winning for Women;$16,800
Chris Stewart;Northrop Grumman;$20,000
Chris Stewart;Marathon Petroleum;$15,000
Chris Stewart;L3 Technologies;$13,250
Chris Stewart;Medquest Pharmacy;$11,700
Chris Stewart;Harris Corp;$11,000
Steve Stivers;Votesane PAC;$109,000
Steve Stivers;American Electric Power;$53,650
Steve Stivers;Nationwide;$39,400
Steve Stivers;L Brands;$36,750
Steve Stivers;Jennmar Corp;$35,100
Dan Sullivan;Club for Growth;$442,078
Dan Sullivan;Elliott Management;$122,200
Dan Sullivan;Rpm International;$88,900
Dan Sullivan;Goldman Sachs;$60,900
Dan Sullivan;Koch Industries;$53,250
Tom Suozzi;Castagna Realty;$26,300
Tom Suozzi;Henry Schein Inc;$24,600
Tom Suozzi;Seafarers International Union;$15,250
Tom Suozzi;Forchelli, Curto et al;$14,300
Tom Suozzi;Northrop Grumman;$14,000
Eric Swalwell;Mackenzie Capital Management;$20,600
Eric Swalwell;Northrop Grumman;$17,550
Eric Swalwell;Simpson, Thacher & Bartlett;$14,920
Eric Swalwell;J Street;$14,645
Eric Swalwell;Oracle Corp;$13,860
Mark Takano;University of California;$18,137
Mark Takano;National Education Assn;$10,800
Mark Takano;Tilden-Coil Constructors;$10,650
Mark Takano;American Federation of Government Employees;$10,000
Mark Takano;American Federation of Teachers;$10,000
Scott W Taylor;Franklin Johnston Group;$15,500
Scott W Taylor;Honeywell International;$15,351
Scott W Taylor;Anheuser-Busch InBev;$14,200
Scott W Taylor;Duty Free Americas;$13,500
Scott W Taylor;Everest Properties;$13,500
Claudia Tenney;Susan B Anthony List;$41,255
Claudia Tenney;Jane Street Capital;$16,200
Claudia Tenney;Bank of America;$15,400
Claudia Tenney;Comcast Corp;$15,400
Claudia Tenney;Goldman Sachs;$15,400
Jon Tester;League of Conservation Voters;$515,325
Jon Tester;Goldman Sachs;$138,705
Jon Tester;Paul, Weiss et al;$76,783
Jon Tester;Votesane PAC;$65,750
Jon Tester;State of Montana;$64,631
Bennie G Thompson;Seafarers International Union;$12,500
Bennie G Thompson;Teamsters Union;$12,500
Bennie G Thompson;Entergy Corp;$11,750
Bennie G Thompson;Air Line Pilots Assn;$10,000
Bennie G Thompson;American Federation of Government Employees;$10,000
Glenn Thompson;Varischetti & Sons;$16,800
Glenn Thompson;Kriebel Group;$11,000
Glenn Thompson;Blue Cross/Blue Shield;$10,500
Glenn Thompson;Dubois Hospital;$10,030
Glenn Thompson;American Bankers Assn;$10,000
Mike Thompson;Blue Cross/Blue Shield;$20,000
Mike Thompson;Gallo Winery;$16,200
Mike Thompson;Ernst & Young;$12,000
Mike Thompson;Northwestern Mutual;$11,500
Mike Thompson;Bank of America;$11,050
Mac Thornberry;Raytheon Co;$36,900
Mac Thornberry;General Atomics;$29,350
Mac Thornberry;BAE Systems;$27,750
Mac Thornberry;Northrop Grumman;$24,900
Mac Thornberry;MacAndrews & Forbes;$18,300
John Thune;NextEra Energy;$78,200
John Thune;Blackstone Group;$54,999
John Thune;Arizona Tile;$45,400
John Thune;Prudential Financial;$35,000
John Thune;Capital Group Companies;$33,600
Thom Tillis;Elliott Management;$123,700
Thom Tillis;XPO Logistics;$59,300
Thom Tillis;Live Oak Bank;$56,750
Thom Tillis;Susan B Anthony List;$54,794
Thom Tillis;British American Tobacco;$53,850
Scott Tipton;Land Title Guarantee Co;$17,900
Scott Tipton;DISH Network;$16,000
Scott Tipton;MPLX LP;$11,300
Scott Tipton;SG Interests;$11,050
Scott Tipton;Lockheed Martin;$10,500
Dina Titus;Boyd Gaming;$12,000
Dina Titus;MGM Resorts International;$11,260
Dina Titus;Berkshire Hathaway;$10,010
Dina Titus;Caesars Entertainment;$10,000
Dina Titus;Carpenters & Joiners Union;$10,000
Paul Tonko;Plug Power;$12,600
Paul Tonko;Carlyle Group;$10,800
Paul Tonko;New York State Broadcasters Assn;$10,800
Paul Tonko;General Electric;$10,505
Paul Tonko;American Hospital Assn;$10,000
Pat Toomey;Club for Growth;$417,416
Pat Toomey;Goldman Sachs;$124,029
Pat Toomey;Rothman Institute;$101,300
Pat Toomey;PNC Financial Services;$94,400
Pat Toomey;Federated Investors Inc;$86,850
Norma Torres;Astrophysics Inc;$13,500
Norma Torres;Committee for Hispanic Causes-BOLD PAC;$10,716
Norma Torres;American Crystal Sugar;$10,000
Norma Torres;American Federation of State/Cnty/Munic Employees;$10,000
Norma Torres;International Brotherhood of Electrical Workers;$10,000
Dave Trott;Goldman Sachs;$13,300
Dave Trott;American Financial Services Assn;$5,000
Dave Trott;Credit Union National Assn;$5,000
